赛事ID,赛事名称,排序,省,省名称,市,市名称,区,区名称,赛事地点,赛事开始时间,赛事结束时间,赛事类别,赛事级别,运动项目,赛事规模,赛事主办方,赛事承办方,赛事协办方,赞助商总数量,赞助金额,赛事的报道数量,赛事报道的媒体名称,赛事裁判数量,开始时间,结束时间,年份,月份,持续天数
95299520976280393,淄博市第十四届全民健身运动会自由搏击比赛暨淄博市首届青少年自由搏击锦标赛,99999,370000000000,山东省,370300000000,淄博市,370303000000,张店区,,2024-07-26,2024-07-27,青少年体育赛事,市级,拳道武术其他,600.0,淄博市体育局、淄博市体育总会,,,0,0,0,,0,2024-07-26,2024-07-27,2024,7,2
95299520976280778,奔跑吧少年青少年体育舞蹈锦标赛,99999,130000000000,河北省,131100000000,衡水市,131102000000,桃城区,,2024-07-26,2024-07-26,青少年体育赛事,市级,体育舞蹈,600.0,衡水市桃城区体育局,衡水体育舞蹈协会,,0,0,0,,0,2024-07-26,2024-07-26,2024,7,1
95299520976281091,湖北省青少年射箭锦标赛,99999,420000000000,湖北省,420800000000,荆门市,420804000000,掇刀区,荆门市园博园,2024-07-26,2024-07-26,青少年体育赛事,国家级,射箭,160.0,湖北省体育局,湖北省体育局射击运动管理中心,,0,0,0,,0,2024-07-26,2024-07-26,2024,7,1
95299520976281319,"回龙社区开展“全民迎世运”系列活动
——青少年运动节˙跳绳活动",99999,510000000000,四川省,510100000000,成都市,510114000000,新都区,三河街道,2024-07-26,2024-07-26,青少年体育赛事,省级,跳绳,40.0,三河街道,三河街道,三河街道,0,0,0,,0,2024-07-26,2024-07-26,2024,7,1
95299520975895296,2024年北京市青少年手球锦标赛,99999,,北京市,,,7,,燕山体育运动中心,2024-07-25,2024-07-28,青少年体育赛事,市级,手球,400.0,"北京市体育局,北京市教育委员会","北京市体育竞赛管理和国际交流中心,北京市手球运动协会,北京市房山区燕山体育运动中心",北京金玉万华体育文化发展有限公司,0,0,0,,0,2024-07-25,2024-07-28,2024,7,4
95299520976247770,云贵川三省八县青少年篮球邀请赛暨全国青少年篮球邀请赛,99999,520000000000,贵州省,520500000000,毕节市,520526000000,威宁彝族回族苗族自治县,,2024-07-25,2024-08-31,青少年体育赛事,省级,篮球,300.0,威宁县人民政府,,,0,0,0,,0,2024-07-25,2024-08-31,2024,7,38
95299520976251632,2024年河北省青少年射击锦标赛(飞碟项目),99999,130000000000,河北省,130100000000,石家庄市,130102000000,长安区,,2024-07-25,2024-08-25,青少年体育赛事,省级,射击,83.0,河北省体育局,河北省体育局射击射箭运动中心,,0,0,0,,0,2024-07-25,2024-08-25,2024,7,32
95299520976277518,2024年体育彩票杯自治区青少年乒乓球锦标赛,99999,150000000000,内蒙古自治区,150600000000,鄂尔多斯市,150621000000,达拉特旗,体育中心,2024-07-25,2024-07-31,青少年体育赛事,省级,乒乓球,625.0,内蒙古自治区体育局,鄂尔多斯市教育体育局,达拉特旗教育体育局,0,0,0,,0,2024-07-25,2024-07-31,2024,7,7
95299520976277755,2024年河南省青少年垒球锦标赛,99999,410000000000,河南省,410500000000,安阳市,410523000000,汤阴县,,2024-07-25,2024-07-30,青少年体育赛事,省级,垒球,120.0,河南省体育局,安阳市文广体旅局,,0,0,0,,0,2024-07-25,2024-07-30,2024,7,6
95299520976278100,2024首届“雪如意杯”国际青少年足球锦标赛,99999,130000000000,河北省,130700000000,张家口市,130709000000,崇礼区,,2024-07-25,2024-07-30,青少年体育赛事,市级,足球,180.0,张家口兴垣投资发展集团有限公司,奥体公司,,0,0,0,,0,2024-07-25,2024-07-30,2024,7,6
95299520976278273,“奔跑吧·少年”2024年河南省体育传统特色 学校射箭室内锦标赛,99999,410000000000,河南省,410400000000,平顶山市,410403000000,卫东区,,2024-07-25,2024-07-30,青少年体育赛事,市级,射箭,99.0,河南省体育局,,,0,0,0,,0,2024-07-25,2024-07-30,2024,7,6
95299520976278888,2024年泰安市青少年学生体育联赛乒乓球比赛,99999,370000000000,山东省,370900000000,泰安市,370982000000,新泰市,,2024-07-25,2024-07-29,青少年体育赛事,市级,乒乓球,140.0,泰安市体育局,,,0,0,0,,0,2024-07-25,2024-07-29,2024,7,5
95299520976279704,2024年黔东南青少年武术散打、套路锦标赛,99999,520000000000,贵州省,522600000000,黔东南苗族侗族自治州,522622000000,黄平县,,2024-07-25,2024-07-28,青少年体育赛事,市级,武术套路、武术散打,172.0,黔东南州文体广电旅游局、黔东南州教育局,,,0,0,0,,0,2024-07-25,2024-07-28,2024,7,4
95299520976279795,2024年浙江省青少年国际式摔跤锦标赛,99999,330000000000,浙江省,330300000000,温州市,330324000000,永嘉县,,2024-07-25,2024-07-28,青少年体育赛事,省级,摔跤,265.0,浙江省体育局,温州市体育局、永嘉县人民政府,永嘉县文化和广电旅游体育局、温州市摔跤运动协会,0,0,0,,0,2024-07-25,2024-07-28,2024,7,4
95299520976280026,2024年黔东南青少年乒乓球锦标赛,99999,520000000000,贵州省,522600000000,黔东南苗族侗族自治州,522622000000,黄平县,,2024-07-25,2024-07-27,青少年体育赛事,市级,乒乓球,256.0,黔东南州文体广电旅游局、黔东南州教育局,,,0,0,0,,0,2024-07-25,2024-07-27,2024,7,3
95299520976281250,我要上全运”“鲁滨逊杯”山东省第五届青少年门球锦标赛暨第十五届全运会选拔赛,99999,370000000000,山东省,370300000000,淄博市,370322000000,高青县,,2024-07-25,2024-07-26,青少年体育赛事,省级,门球,200.0,山东省门球运动协会,,,0,0,0,,0,2024-07-25,2024-07-26,2024,7,2
95299520976281350,“中国体育彩票杯”2024年滨州市青少年举重比赛,99999,370000000000,山东省,371600000000,滨州市,371601000000,市辖区,,2024-07-25,2024-07-26,青少年体育赛事,市级,综合,180.0,滨州市体育局,滨州市体育运动学校,,0,0,0,,0,2024-07-25,2024-07-26,2024,7,2
95299520976281518,“全民迎世运”青少年跳绳活动,99999,510000000000,四川省,510100000000,成都市,510114000000,新都区,二台子社区,2024-07-25,2024-07-25,青少年体育赛事,省级,跳绳,150.0,三河街道,三河街道,三河街道,0,0,0,,0,2024-07-25,2024-07-25,2024,7,1
95299520976281741,202024年衢州市青少年学生阳光体育攀岩比赛,99999,330000000000,浙江省,330800000000,衢州市,330881000000,江山市,,2024-07-25,2024-07-25,青少年体育赛事,市级,攀岩,155.0,衢州市体育局、衢州市教育局,,,0,0,0,,0,2024-07-25,2024-07-25,2024,7,1
95299520976277124,2024年陕西省青少年越野滑雪(滑轮)锦标赛,99999,610000000000,陕西省,610700000000,汉中市,610726000000,宁强县,,2024-07-24,2024-07-31,青少年体育赛事,省级,冬季两项,181.0,陕西省体育局,汉中市体育局,宁强县教育体育局,0,0,0,,0,2024-07-24,2024-07-31,2024,7,8
95299520976277788,2024年山东省校园足球联赛初中女子（争冠组）,99999,370000000000,山东省,370900000000,泰安市,370902000000,泰山区,,2024-07-24,2024-07-30,青少年体育赛事,省级,足球,700.0,山东省体育局,,,0,0,0,,0,2024-07-24,2024-07-30,2024,7,7
95299520976278512,2024年泰安市青少年体育联赛乒乓球比赛,99999,370000000000,山东省,370900000000,泰安市,370901000000,市辖区,,2024-07-24,2024-07-29,青少年体育赛事,市级,乒乓球,140.0,泰安市体育局,,,0,0,0,,0,2024-07-24,2024-07-29,2024,7,6
95299520976278702,2024年云南省青少年航空航天模型、航海模型比赛,99999,530000000000,云南省,532500000000,红河哈尼族彝族自治州,532524000000,建水县,,2024-07-24,2024-07-29,青少年体育赛事,省级,航天模型、航空模型,930.0,云南省体育局,云南省模型运动管理中心、红河州教育体育局、建水县人民政府、云南省模型运动协会,建水县教育体育局,0,0,0,,0,2024-07-24,2024-07-29,2024,7,6
95299520976279167,2024年福建省青少年排球锦标赛（乙组）,99999,350000000000,福建省,350400000000,三明市,350421000000,明溪县,,2024-07-24,2024-07-28,青少年体育赛事,省级,排球,400.0,福建省体育局,,,0,0,0,,0,2024-07-24,2024-07-28,2024,7,5
95299520976280296,2024“浙能绿城杯”YFL国际青少年足球精英邀请赛,99999,430000000000,湖南省,430100000000,长沙市,430112000000,望城区,,2024-07-24,2024-07-27,青少年体育赛事,市级,足球,500.0,湖南酷盈体育发展有限有公司,,,0,0,0,,0,2024-07-24,2024-07-27,2024,7,4
95299520976280305,淄博市青少年自行车锦标赛,99999,370000000000,山东省,370300000000,淄博市,370323000000,沂源县,,2024-07-24,2024-07-27,青少年体育赛事,市级,自行车其他,760.0,淄博市体育局,,,0,0,0,,0,2024-07-24,2024-07-27,2024,7,4
95299520976280353,2024年福建省青少年举重锦标赛（女子）,99999,350000000000,福建省,350300000000,莆田市,350322000000,仙游县,,2024-07-24,2024-07-27,青少年体育赛事,省级,举重,323.0,福建省体育局,,,0,0,0,,0,2024-07-24,2024-07-27,2024,7,4
95299520976280872,荆门市第九届运动会青少年乒乓球比赛,99999,420000000000,湖北省,420800000000,荆门市,420881000000,钟祥市,钟祥体育中心,2024-07-24,2024-07-26,青少年体育赛事,市级,乒乓球,145.0,荆门市人民政府,荆门市文化和旅游局,,0,0,0,,0,2024-07-24,2024-07-26,2024,7,3
95299520976280883,2024 年山东省校园足球联赛 （争冠组）初中组竞赛,99999,370000000000,山东省,371300000000,临沂市,371301000000,市辖区,,2024-07-24,2024-07-26,青少年体育赛事,省级,足球,600.0,山东省教育厅 山东省体育局,,临沂市青少年示范性综合实践基地、临沂沂河新区教育体育和卫生健康局,0,0,0,,0,2024-07-24,2024-07-26,2024,7,3
95299520976281052,河北省青少年中国式摔跤锦标赛,99999,130000000000,河北省,130600000000,保定市,130606000000,莲池区,,2024-07-24,2024-07-26,青少年体育赛事,省级,中国式摔跤,200.0,河北省体育局,河北省体育局摔跤拳击跆拳道运动中心、保定市体育局,,0,0,0,,0,2024-07-24,2024-07-26,2024,7,3
95299520976281739,五莲县叩官镇青少年足球比赛,99999,370000000000,山东省,371100000000,日照市,371121000000,五莲县,,2024-07-24,2024-07-25,青少年体育赛事,市级,足球,12.0,叩官镇体育总会办公室,,,0,0,0,,0,2024-07-24,2024-07-25,2024,7,2
95299520976282180,2024年驻马店市青少年竞技体育训练基地授牌仪式,99999,410000000000,河南省,411700000000,驻马店市,411702000000,驿城区,,2024-07-24,2024-07-24,青少年体育赛事,市级,综合,300.0,驻马店市体育局,,,0,0,0,,0,2024-07-24,2024-07-24,2024,7,1
95299520975909326,上海市第四届市民运动会徐汇市民体育节 暑期青少年乒乓球团体赛,99999,SH,上海市,SH,上海市,SH00XH,徐汇区,,2024-07-23,2024-07-23,青少年体育赛事,市级,乒乓球,222.0,徐汇区体育局， 徐汇区体育总会,华泾镇社区体育健身俱乐部,,0,0,0,,0,2024-07-23,2024-07-23,2024,7,1
95299520976278493,2024年全国U12青少年冰球冠军赛,99999,370000000000,山东省,371000000000,威海市,371001000000,市辖区,,2024-07-23,2024-07-29,青少年体育赛事,国家级,冰球,300.0,中国冰球协会,山东省体育局,山东省冬季运动管理中心 威海市体育局 威海临港经济技术开发区管委,0,0,0,,0,2024-07-23,2024-07-29,2024,7,7
95299520976280084,2024第三届中国青少年足球联赛（浙江赛区）暨2024浙江省青少年足球联赛女子小学年龄段U10组,99999,330000000000,浙江省,330400000000,嘉兴市,330421000000,嘉善县,,2024-07-23,2024-07-27,青少年体育赛事,省级,足球,80.0,中国青少年足球联赛（浙江赛区）赛事办公室、浙江省足球协会,,,0,0,0,,0,2024-07-23,2024-07-27,2024,7,5
95299520976280998,2024 年全国象棋青年锦标赛（个人）,99999,330000000000,浙江省,330100000000,杭州市,330122000000,桐庐县,,2024-07-23,2024-07-26,青少年体育赛事,国家级,象棋,450.0,国家体育总局棋牌运动管理中心,,,0,0,0,,0,2024-07-23,2024-07-26,2024,7,4
95299520976283288,2024年山东省青少年自由搏击联赛,99999,370000000000,山东省,370200000000,青岛市,370285000000,莱西市,,2024-07-23,2024-07-23,青少年体育赛事,省级,武术散打,500.0,山东省武术运动协会,,,0,0,0,,0,2024-07-23,2024-07-23,2024,7,1
95299520975895297,2024年北京市青少年排球锦标赛,99999,,北京市,,,11,,大兴区体育中心综合馆,2024-07-22,2024-07-28,青少年体育赛事,市级,排球,800.0,"北京市体育局,北京市教育委员会","北京市体育竞赛管理和国际交流中心,北京市排球运动协会,北京鸟巢文化创意交流有限责任公司大兴分公司",,0,0,0,,0,2024-07-22,2024-07-28,2024,7,7
95299520975895298,2024年全国体育传统项目学校联赛武术赛（套路项目）,99999,,北京市,,,7,,良乡体育中心训练馆,2024-07-22,2024-07-26,青少年体育赛事,国家级,武术套路,,国家体育总局武术运动管理中心,北京市房山区体育局,北京市房山区武术运动协会,0,0,0,,0,2024-07-22,2024-07-26,2024,7,5
95299520975909376,上海市第四届市民运动会“约战普陀”全民健身系列赛事活动游泳系列赛第二站 暨“星耀普陀”普陀区青少年体育系列赛游泳比赛,99999,SH,上海市,SH,上海市,SH00PT,普陀区,桃清路58号,2024-07-22,2024-07-22,青少年体育赛事,市级,“约战普陀”全民健身系列赛事活动,180.0,上海市青少年训练管理中心，上海市普陀区体育局 ，上海市普陀区教育局,上海市普陀区体育事业管理中心，上海市普陀区青少年教育活动中心，上海市普陀区游泳协会,,0,0,0,,0,2024-07-22,2024-07-22,2024,7,1
95299520975922691,2024年全国体育传统学校联赛（高中组）女子组预赛,99999,GD,广东省,GD03,,,,广东省珠海市,2024-07-22,2024-07-28,青少年体育赛事,省级,未知,224.0,中国篮球协会，中国中学生体育协会,珠海市篮球协会,,0,0,0,,0,2024-07-22,2024-07-28,2024,7,7
95299520975922693,2024年全国体育传统学校联赛（高中组）女子组预赛,99999,JL,吉林省,JL02,,,,吉林省吉林市,2024-07-22,2024-07-28,青少年体育赛事,省级,未知,224.0,中国篮球协会，中国中学生体育协会,吉林市夏季运动管理中心,,0,0,0,,0,2024-07-22,2024-07-28,2024,7,7
95299520976277810,2024 年山东省校园足球联赛（争冠组）高中组,99999,370000000000,山东省,371300000000,临沂市,371301000000,市辖区,,2024-07-22,2024-07-30,青少年体育赛事,省级,足球,500.0,山东省教育厅 山东省体育局,,临沂市青少年示范性综合实践基地、临沂沂河新区教育体育和卫生健康局,0,0,0,,0,2024-07-22,2024-07-30,2024,7,9
95299520976278745,2024年怀化市青少年校园足球小学组联赛,99999,430000000000,湖南省,431200000000,怀化市,431225000000,会同县,,2024-07-22,2024-07-29,青少年体育赛事,市级,足球,500.0,怀化市文化旅游广电体育局,,,0,0,0,,0,2024-07-22,2024-07-29,2024,7,8
95299520976279515,2024年陕西省青少年跳水锦标赛,99999,610000000000,陕西省,610300000000,宝鸡市,610302000000,渭滨区,,2024-07-22,2024-07-28,青少年体育赛事,省级,跳水,152.0,陕西省体育局,宝鸡市体育局,,0,0,0,,0,2024-07-22,2024-07-28,2024,7,7
95299520976280755,2024年贵州省青少年体操锦标赛,99999,520000000000,贵州省,522600000000,黔东南苗族侗族自治州,522632000000,榕江县,,2024-07-22,2024-07-26,青少年体育赛事,省级,体操,110.0,贵州省体育局,贵州省体操运动发展中心、贵州省体操协会、黔东南州文体广电旅游局、榕江县人民政府,,0,0,0,,0,2024-07-22,2024-07-26,2024,7,5
95299520976281034,十三运会青少年羽毛球比赛,99999,410000000000,河南省,410700000000,新乡市,410711000000,牧野区,,2024-07-22,2024-07-26,青少年体育赛事,市级,羽毛球,60.0,新乡市体育局,,,0,0,0,,0,2024-07-22,2024-07-26,2024,7,5
95299520976281290,2024年内蒙古自治区“中国体育彩票杯”青少年射箭锦标赛,99999,150000000000,内蒙古自治区,150400000000,赤峰市,150423000000,巴林右旗,,2024-07-22,2024-07-26,青少年体育赛事,省级,射箭,251.0,内蒙古自治区体育局,内蒙古自治区竞技体育训练中心、赤峰市体育局,巴林右旗文化旅游体育局,0,0,0,,0,2024-07-22,2024-07-26,2024,7,5
95299520976281516,2024年浙江省青少年蹦床、技巧锦标赛,99999,330000000000,浙江省,330200000000,宁波市,330211000000,镇海区,,2024-07-22,2024-07-25,青少年体育赛事,省级,技巧、蹦床,300.0,浙江省体育局,宁波市镇海区文化和广电旅游体育局、宁波市镇海区教育局,浙江省体操蹦床技巧协会,0,0,0,https://www.yipai360.com/photolivepc/?orderId=202407200908098831&channel=h5&origin=qrcode,0,2024-07-22,2024-07-25,2024,7,4
